,MarianMT,Unicamp_T5,NLLB_1.3b,num_tokens,best_ranked
6072,85,70,90,23,NLLB_1.3b
6073,75,85,80,36,Unicamp_T5
6074,80,85,90,36,NLLB_1.3b
6075,85,70,90,24,NLLB_1.3b
6076,60,75,50,25,Unicamp_T5
6077,85,70,92,59,NLLB_1.3b
6078,70,80,85,31,NLLB_1.3b
6079,70,50,85,31,NLLB_1.3b
6080,70,65,75,26,NLLB_1.3b
6081,72,60,80,34,NLLB_1.3b
6082,75,70,85,34,NLLB_1.3b
6083,80,70,85,27,NLLB_1.3b
6084,85,70,80,27,MarianMT
6085,75,60,85,33,NLLB_1.3b
6086,70,40,80,27,NLLB_1.3b
6087,75,60,80,55,NLLB_1.3b
6088,88,60,95,26,NLLB_1.3b
6089,65,50,70,48,NLLB_1.3b
6090,85,75,90,32,NLLB_1.3b
6091,75,60,80,28,NLLB_1.3b
6092,85,60,90,26,NLLB_1.3b
6093,85,70,90,32,NLLB_1.3b
6094,75,80,85,28,NLLB_1.3b
6095,70,40,60,37,MarianMT
6096,85,70,90,49,NLLB_1.3b
6097,85,80,75,26,MarianMT
6098,85,90,75,31,Unicamp_T5
6099,85,70,90,30,NLLB_1.3b
6100,65,40,80,25,NLLB_1.3b
6101,85,70,90,27,NLLB_1.3b
6102,60,30,50,31,MarianMT
6103,85,90,80,26,Unicamp_T5
6104,70,50,60,34,MarianMT
6105,80,70,75,29,MarianMT
6106,75,70,60,32,MarianMT
6107,85,70,90,36,NLLB_1.3b
6108,75,85,60,27,Unicamp_T5
6109,85,75,90,28,NLLB_1.3b
6110,88,92,90,29,Unicamp_T5
6111,90,80,95,28,NLLB_1.3b
6112,85,75,90,30,NLLB_1.3b
6113,75,80,90,47,NLLB_1.3b
6114,75,60,80,17,NLLB_1.3b
6115,80,60,90,35,NLLB_1.3b
6116,85,70,90,29,NLLB_1.3b
6117,85,70,90,37,NLLB_1.3b
6118,85,70,90,24,NLLB_1.3b
6119,85,90,80,31,Unicamp_T5
6120,85,70,60,26,MarianMT
6121,75,80,85,43,NLLB_1.3b
6122,80,60,90,37,NLLB_1.3b
6123,85,70,90,35,NLLB_1.3b
6124,85,80,90,29,NLLB_1.3b
6125,85,80,90,34,NLLB_1.3b
6126,80,60,90,41,NLLB_1.3b
6127,85,70,90,31,NLLB_1.3b
6128,85,70,90,40,NLLB_1.3b
6129,85,70,90,39,NLLB_1.3b
6130,70,80,90,26,NLLB_1.3b
6131,65,50,80,38,NLLB_1.3b
6132,85,70,90,40,NLLB_1.3b
6133,85,75,70,34,MarianMT
6134,85,70,60,31,MarianMT
6135,85,70,90,29,NLLB_1.3b
6136,75,60,80,32,NLLB_1.3b
6137,85,75,90,34,NLLB_1.3b
6138,85,90,80,41,Unicamp_T5
6139,85,90,70,23,Unicamp_T5
6140,75,85,90,34,NLLB_1.3b
6141,75,60,80,32,NLLB_1.3b
6142,75,60,85,36,NLLB_1.3b
6143,85,90,80,38,Unicamp_T5
6144,85,90,95,29,NLLB_1.3b
6145,85,70,90,29,NLLB_1.3b
6146,85,70,90,34,NLLB_1.3b
6147,70,50,80,33,NLLB_1.3b
6148,75,60,90,29,NLLB_1.3b
6149,75,60,85,31,NLLB_1.3b
6150,75,60,80,32,NLLB_1.3b
6151,75,80,85,28,NLLB_1.3b
6152,85,70,80,31,MarianMT
6153,85,75,90,43,NLLB_1.3b
6154,70,80,85,25,NLLB_1.3b
6155,85,60,90,22,NLLB_1.3b
6156,85,70,90,22,NLLB_1.3b
6157,85,80,90,28,NLLB_1.3b
6158,70,60,80,23,NLLB_1.3b
6159,75,85,80,28,Unicamp_T5
6160,85,90,80,29,Unicamp_T5
6161,85,75,90,27,NLLB_1.3b
6162,80,60,90,30,NLLB_1.3b
6163,80,70,50,23,MarianMT
6164,85,70,90,23,NLLB_1.3b
6165,75,80,85,35,NLLB_1.3b
6166,75,80,90,38,NLLB_1.3b
6167,85,70,80,35,MarianMT
6168,75,60,85,33,NLLB_1.3b
6169,65,50,70,29,NLLB_1.3b
6170,85,90,80,32,Unicamp_T5
6171,75,60,80,34,NLLB_1.3b
6172,85,40,70,57,MarianMT
6173,85,60,90,28,NLLB_1.3b
6174,85,75,90,29,NLLB_1.3b
6175,70,50,80,46,NLLB_1.3b
6176,85,90,80,30,Unicamp_T5
6177,85,75,90,17,NLLB_1.3b
6178,85,70,90,36,NLLB_1.3b
6179,85,70,90,30,NLLB_1.3b
6180,70,50,80,33,NLLB_1.3b
6181,85,70,90,32,NLLB_1.3b
6182,70,60,80,35,NLLB_1.3b
6183,75,60,80,36,NLLB_1.3b
6184,75,50,80,27,NLLB_1.3b
6185,78,65,82,31,NLLB_1.3b
6186,85,70,90,25,NLLB_1.3b
6187,85,70,90,24,NLLB_1.3b
6188,75,50,80,30,NLLB_1.3b
6189,75,60,80,38,NLLB_1.3b
6190,85,60,70,30,MarianMT
6191,70,60,80,33,NLLB_1.3b
6192,85,70,90,29,NLLB_1.3b
6193,85,80,90,22,NLLB_1.3b
6194,70,50,80,18,NLLB_1.3b
6195,85,60,90,25,NLLB_1.3b
6196,85,80,90,22,NLLB_1.3b
6197,78,70,85,28,NLLB_1.3b
6198,85,70,90,40,NLLB_1.3b
6199,85,90,95,29,NLLB_1.3b
6200,90,20,85,21,MarianMT
6201,85,70,90,32,NLLB_1.3b
6202,85,70,90,26,NLLB_1.3b
6203,70,50,80,25,NLLB_1.3b
6204,70,50,85,42,NLLB_1.3b
6205,80,60,90,28,NLLB_1.3b
6206,65,40,80,32,NLLB_1.3b
6207,85,70,90,50,NLLB_1.3b
6208,85,90,80,27,Unicamp_T5
6209,65,50,70,22,NLLB_1.3b
6210,75,80,85,22,NLLB_1.3b
6211,85,70,80,27,MarianMT
6212,75,60,80,28,NLLB_1.3b
6213,85,60,90,35,NLLB_1.3b
6214,85,60,70,31,MarianMT
6215,85,90,95,31,NLLB_1.3b
6216,90,60,95,34,NLLB_1.3b
6217,80,60,90,44,NLLB_1.3b
6218,85,70,90,34,NLLB_1.3b
6219,70,80,85,26,NLLB_1.3b
6220,85,70,90,25,NLLB_1.3b
6221,75,85,90,32,NLLB_1.3b
6222,70,50,80,23,NLLB_1.3b
6223,75,50,85,23,NLLB_1.3b
6224,75,90,80,28,Unicamp_T5
6225,75,60,80,19,NLLB_1.3b
6226,90,60,80,31,MarianMT
6227,90,70,95,22,NLLB_1.3b
6228,85,70,90,22,NLLB_1.3b
6229,85,70,90,31,NLLB_1.3b
6230,85,60,90,32,NLLB_1.3b
6231,85,90,95,31,NLLB_1.3b
6232,75,50,85,31,NLLB_1.3b
6233,85,75,90,36,NLLB_1.3b
6234,85,90,80,34,Unicamp_T5
6235,85,75,90,36,NLLB_1.3b
6236,75,60,80,37,NLLB_1.3b
6237,85,75,90,44,NLLB_1.3b
6238,65,40,85,21,NLLB_1.3b
6239,65,72,80,29,NLLB_1.3b
6240,85,70,90,44,NLLB_1.3b
6241,75,50,60,28,MarianMT
6242,85,70,90,35,NLLB_1.3b
6243,70,40,85,38,NLLB_1.3b
6244,65,45,75,20,NLLB_1.3b
6245,75,60,85,31,NLLB_1.3b
6246,85,60,90,33,NLLB_1.3b
6247,75,80,65,22,Unicamp_T5
6248,75,60,80,45,NLLB_1.3b
6249,70,60,75,32,NLLB_1.3b
6250,90,60,95,40,NLLB_1.3b
6251,75,60,85,22,NLLB_1.3b
6252,80,70,85,23,NLLB_1.3b
6253,70,60,80,39,NLLB_1.3b
6254,85,70,80,33,MarianMT
6255,85,70,90,32,NLLB_1.3b
6256,65,50,75,30,NLLB_1.3b
6257,85,70,90,29,NLLB_1.3b
6258,85,70,90,33,NLLB_1.3b
6259,80,70,90,24,NLLB_1.3b
6260,85,72,78,26,MarianMT
6261,85,70,90,24,NLLB_1.3b
6262,75,60,80,20,NLLB_1.3b
6263,75,60,85,44,NLLB_1.3b
6264,85,90,80,34,Unicamp_T5
6265,85,80,75,19,MarianMT
6266,75,80,90,44,NLLB_1.3b
6267,70,30,60,26,MarianMT
6268,80,60,90,31,NLLB_1.3b
6269,85,60,90,20,NLLB_1.3b
6270,85,90,90,28,Unicamp_T5
6271,85,75,90,34,NLLB_1.3b
6272,85,70,90,36,NLLB_1.3b
6273,85,75,90,30,NLLB_1.3b
6274,75,60,70,24,MarianMT
6275,85,80,90,26,NLLB_1.3b
6276,85,90,95,41,NLLB_1.3b
6277,60,40,80,38,NLLB_1.3b
6278,70,60,80,28,NLLB_1.3b
6279,85,70,90,31,NLLB_1.3b
6280,95,80,90,26,MarianMT
6281,90,85,95,32,NLLB_1.3b
6282,85,70,90,31,NLLB_1.3b
6283,85,70,90,40,NLLB_1.3b
6284,85,70,80,22,MarianMT
6285,70,60,80,21,NLLB_1.3b
6286,85,90,70,32,Unicamp_T5
6287,80,60,75,33,MarianMT
6288,75,85,90,26,NLLB_1.3b
6289,85,60,90,29,NLLB_1.3b
6290,85,70,90,34,NLLB_1.3b
6291,85,80,90,33,NLLB_1.3b
6292,70,50,85,39,NLLB_1.3b
6293,68,45,72,31,NLLB_1.3b
6294,90,85,80,30,MarianMT
6295,85,65,90,35,NLLB_1.3b
6296,85,60,90,43,NLLB_1.3b
6297,70,40,60,20,MarianMT
6298,60,75,45,30,Unicamp_T5
6299,85,70,90,28,NLLB_1.3b
6300,85,90,75,24,Unicamp_T5
6301,85,70,90,33,NLLB_1.3b
6302,75,80,70,32,Unicamp_T5
6303,85,70,90,26,NLLB_1.3b
6304,85,70,55,26,MarianMT
6305,85,90,95,34,NLLB_1.3b
6306,75,60,85,45,NLLB_1.3b
6307,70,50,80,33,NLLB_1.3b
6308,85,20,90,21,NLLB_1.3b
6309,85,90,80,35,Unicamp_T5
6310,75,60,80,27,NLLB_1.3b
6311,85,70,90,50,NLLB_1.3b
6312,75,60,85,34,NLLB_1.3b
6313,65,50,80,34,NLLB_1.3b
6314,90,85,95,30,NLLB_1.3b
6315,70,40,80,24,NLLB_1.3b
6316,85,80,90,24,NLLB_1.3b
6317,75,80,90,28,NLLB_1.3b
6318,85,70,90,23,NLLB_1.3b
6319,85,70,90,30,NLLB_1.3b
6320,80,70,60,24,MarianMT
6321,85,70,90,38,NLLB_1.3b
6322,65,40,75,19,NLLB_1.3b
6323,85,75,90,36,NLLB_1.3b
6324,75,50,80,40,NLLB_1.3b
6325,85,75,90,30,NLLB_1.3b
6326,85,75,80,26,MarianMT
6327,75,60,85,22,NLLB_1.3b
6328,85,70,60,28,MarianMT
6329,85,70,90,28,NLLB_1.3b
6330,85,75,90,31,NLLB_1.3b
6331,85,70,90,30,NLLB_1.3b
6332,85,70,90,23,NLLB_1.3b
6333,75,60,80,24,NLLB_1.3b
6334,75,80,60,35,Unicamp_T5
6335,75,60,85,39,NLLB_1.3b
6336,85,70,90,25,NLLB_1.3b
6337,75,60,85,33,NLLB_1.3b
6338,75,60,70,33,MarianMT
6339,75,60,85,37,NLLB_1.3b
6340,85,75,60,36,MarianMT
6341,75,20,60,30,MarianMT
6342,80,70,85,27,NLLB_1.3b
6343,85,70,90,31,NLLB_1.3b
6344,85,75,90,38,NLLB_1.3b
6345,85,70,90,30,NLLB_1.3b
6346,85,80,90,33,NLLB_1.3b
6347,85,75,90,22,NLLB_1.3b
6348,85,60,95,26,NLLB_1.3b
6349,75,60,50,32,MarianMT
6350,75,50,60,35,MarianMT
6351,85,70,90,33,NLLB_1.3b
6352,80,70,90,34,NLLB_1.3b
6353,65,50,75,34,NLLB_1.3b
6354,85,60,90,30,NLLB_1.3b
6355,85,80,90,34,NLLB_1.3b
6356,80,50,60,36,MarianMT
6357,85,70,95,31,NLLB_1.3b
6358,85,75,90,46,NLLB_1.3b
6359,80,70,90,33,NLLB_1.3b
6360,75,50,80,27,NLLB_1.3b
6361,85,90,80,23,Unicamp_T5
6362,70,60,80,18,NLLB_1.3b
6363,85,80,90,34,NLLB_1.3b
6364,85,90,75,34,Unicamp_T5
6365,90,80,95,24,NLLB_1.3b
6366,75,40,85,34,NLLB_1.3b
6367,85,70,90,36,NLLB_1.3b
6368,90,70,80,27,MarianMT
6369,85,70,90,32,NLLB_1.3b
6370,75,80,85,41,NLLB_1.3b
6371,85,80,90,30,NLLB_1.3b
6372,88,82,90,35,NLLB_1.3b
6373,85,70,45,35,MarianMT
6374,70,60,80,28,NLLB_1.3b
6375,70,60,80,25,NLLB_1.3b
6376,70,60,80,23,NLLB_1.3b
6377,70,50,85,42,NLLB_1.3b
6378,85,70,80,23,MarianMT
6379,75,80,70,35,Unicamp_T5
6380,75,80,70,31,Unicamp_T5
6381,85,70,90,23,NLLB_1.3b
6382,85,60,75,30,MarianMT
6383,80,70,60,22,MarianMT
6384,85,40,90,34,NLLB_1.3b
6385,85,70,90,25,NLLB_1.3b
6386,85,70,95,34,NLLB_1.3b
6387,65,80,70,26,Unicamp_T5
6388,65,40,70,23,NLLB_1.3b
6389,75,60,85,25,NLLB_1.3b
6390,90,85,95,36,NLLB_1.3b
6391,75,20,90,27,NLLB_1.3b
6392,85,60,90,22,NLLB_1.3b
6393,85,75,80,30,MarianMT
6394,70,60,75,38,NLLB_1.3b
6395,85,70,75,23,MarianMT
6396,80,60,85,30,NLLB_1.3b
6397,75,60,90,33,NLLB_1.3b
6398,85,70,90,25,NLLB_1.3b
6399,82,75,90,29,NLLB_1.3b
6400,85,70,90,49,NLLB_1.3b
6401,85,80,90,22,NLLB_1.3b
6402,75,60,85,20,NLLB_1.3b
6403,90,85,80,21,MarianMT
6404,80,40,90,37,NLLB_1.3b
6405,85,70,90,46,NLLB_1.3b
6406,75,60,85,35,NLLB_1.3b
6407,65,70,80,30,NLLB_1.3b
6408,85,75,90,26,NLLB_1.3b
6409,65,45,80,28,NLLB_1.3b
6410,70,60,80,38,NLLB_1.3b
6411,85,70,90,35,NLLB_1.3b
6412,85,70,80,28,MarianMT
6413,80,60,90,36,NLLB_1.3b
6414,80,70,90,23,NLLB_1.3b
6415,85,70,90,26,NLLB_1.3b
6416,85,80,90,29,NLLB_1.3b
6417,70,80,90,19,NLLB_1.3b
6418,85,80,90,34,NLLB_1.3b
6419,70,20,60,28,MarianMT
6420,80,60,90,40,NLLB_1.3b
6421,85,75,60,31,MarianMT
6422,75,60,85,29,NLLB_1.3b
6423,90,85,80,32,MarianMT
6424,85,70,90,33,NLLB_1.3b
6425,70,40,60,31,MarianMT
6426,75,50,65,31,MarianMT
6427,85,80,90,35,NLLB_1.3b
6428,85,70,90,28,NLLB_1.3b
6429,95,90,85,49,MarianMT
6430,85,75,90,31,NLLB_1.3b
6431,85,70,90,31,NLLB_1.3b
6432,85,70,80,18,MarianMT
6433,75,60,80,26,NLLB_1.3b
6434,85,70,90,41,NLLB_1.3b
6435,88,92,90,27,Unicamp_T5
6436,85,90,80,30,Unicamp_T5
6437,75,60,50,27,MarianMT
6438,82,68,90,36,NLLB_1.3b
6439,70,80,90,31,NLLB_1.3b
6440,85,70,90,30,NLLB_1.3b
6441,85,75,90,35,NLLB_1.3b
6442,70,60,80,42,NLLB_1.3b
6443,85,75,90,34,NLLB_1.3b
6444,85,60,70,32,MarianMT
6445,75,60,85,45,NLLB_1.3b
6446,75,80,70,29,Unicamp_T5
6447,90,70,100,43,NLLB_1.3b
6448,75,20,60,40,MarianMT
6449,75,60,85,43,NLLB_1.3b
6450,75,80,70,24,Unicamp_T5
6451,85,60,90,22,NLLB_1.3b
6452,72,85,90,28,NLLB_1.3b
6453,70,60,80,28,NLLB_1.3b
6454,85,90,75,44,Unicamp_T5
6455,65,40,70,28,NLLB_1.3b
6456,60,70,85,21,NLLB_1.3b
6457,85,70,90,35,NLLB_1.3b
6458,70,60,90,31,NLLB_1.3b
6459,85,90,95,20,NLLB_1.3b
6460,85,90,75,33,Unicamp_T5
6461,70,50,80,29,NLLB_1.3b
6462,85,65,90,33,NLLB_1.3b
6463,85,75,90,31,NLLB_1.3b
6464,70,50,80,25,NLLB_1.3b
6465,85,60,90,40,NLLB_1.3b
6466,70,60,80,29,NLLB_1.3b
6467,85,80,90,42,NLLB_1.3b
6468,85,60,90,29,NLLB_1.3b
6469,65,70,75,27,NLLB_1.3b
6470,85,70,90,23,NLLB_1.3b
6471,85,70,80,23,MarianMT
6472,85,60,90,33,NLLB_1.3b
6473,65,70,80,31,NLLB_1.3b
6474,85,90,80,27,Unicamp_T5
6475,65,50,75,36,NLLB_1.3b
6476,75,80,85,35,NLLB_1.3b
6477,88,82,93,37,NLLB_1.3b
6478,75,80,85,31,NLLB_1.3b
6479,75,40,85,31,NLLB_1.3b
6480,85,90,75,33,Unicamp_T5
6481,75,65,85,23,NLLB_1.3b
6482,75,60,85,48,NLLB_1.3b
6483,70,60,40,30,MarianMT
6484,85,90,75,23,Unicamp_T5
6485,85,70,80,33,MarianMT
6486,85,70,90,34,NLLB_1.3b
6487,75,80,90,32,NLLB_1.3b
6488,60,70,40,21,Unicamp_T5
6489,85,70,90,20,NLLB_1.3b
6490,85,60,90,25,NLLB_1.3b
6491,85,80,90,33,NLLB_1.3b
6492,85,90,80,32,Unicamp_T5
6493,70,85,90,28,NLLB_1.3b
6494,60,75,50,21,Unicamp_T5
6495,70,50,80,24,NLLB_1.3b
6496,85,75,90,29,NLLB_1.3b
6497,85,75,60,32,MarianMT
6498,70,40,80,25,NLLB_1.3b
6499,70,85,75,35,Unicamp_T5
6500,65,70,80,32,NLLB_1.3b
6501,80,60,90,29,NLLB_1.3b
6502,85,75,90,33,NLLB_1.3b
6503,85,70,90,28,NLLB_1.3b
6504,85,70,90,22,NLLB_1.3b
6505,85,80,75,20,MarianMT
6506,80,75,85,38,NLLB_1.3b
6507,85,70,90,33,NLLB_1.3b
6508,85,70,80,29,MarianMT
6509,75,40,85,50,NLLB_1.3b
6510,85,70,90,33,NLLB_1.3b
6511,85,80,90,35,NLLB_1.3b
6512,70,50,60,32,MarianMT
6513,75,80,85,26,NLLB_1.3b
6514,85,70,90,41,NLLB_1.3b
6515,85,75,90,36,NLLB_1.3b
6516,70,60,80,30,NLLB_1.3b
6517,70,80,90,24,NLLB_1.3b
6518,75,80,85,33,NLLB_1.3b
6519,85,70,90,26,NLLB_1.3b
6520,90,70,95,23,NLLB_1.3b
6521,70,60,80,32,NLLB_1.3b
6522,85,60,90,31,NLLB_1.3b
6523,80,60,90,28,NLLB_1.3b
6524,75,60,85,42,NLLB_1.3b
6525,70,50,85,30,NLLB_1.3b
6526,85,90,80,34,Unicamp_T5
6527,70,60,80,25,NLLB_1.3b
6528,70,50,80,29,NLLB_1.3b
6529,75,60,80,37,NLLB_1.3b
6530,85,70,90,34,NLLB_1.3b
6531,85,80,90,36,NLLB_1.3b
6532,85,70,80,23,MarianMT
6533,85,70,80,27,MarianMT
6534,85,90,80,34,Unicamp_T5
6535,75,80,85,41,NLLB_1.3b
6536,85,75,90,26,NLLB_1.3b
6537,85,90,80,29,Unicamp_T5
6538,70,40,90,33,NLLB_1.3b
6539,85,90,90,25,Unicamp_T5
6540,90,75,95,28,NLLB_1.3b
6541,85,70,90,26,NLLB_1.3b
6542,85,90,75,42,Unicamp_T5
6543,85,70,90,37,NLLB_1.3b
6544,85,70,90,24,NLLB_1.3b
6545,75,60,70,33,MarianMT
6546,65,50,80,21,NLLB_1.3b
6547,70,80,60,25,Unicamp_T5
6548,85,80,90,29,NLLB_1.3b
6549,75,60,80,20,NLLB_1.3b
6550,70,60,85,17,NLLB_1.3b
6551,85,75,80,39,MarianMT
6552,75,60,85,33,NLLB_1.3b
6553,75,60,80,33,NLLB_1.3b
6554,90,95,85,35,Unicamp_T5
6555,75,60,80,35,NLLB_1.3b
6556,85,90,80,29,Unicamp_T5
6557,75,60,80,24,NLLB_1.3b
6558,75,50,80,27,NLLB_1.3b
6559,85,70,90,30,NLLB_1.3b
6560,85,90,80,24,Unicamp_T5
6561,60,70,75,40,NLLB_1.3b
6562,75,60,85,34,NLLB_1.3b
6563,85,90,95,33,NLLB_1.3b
6564,85,70,90,22,NLLB_1.3b
6565,70,40,85,31,NLLB_1.3b
6566,80,75,90,22,NLLB_1.3b
6567,85,70,90,26,NLLB_1.3b
6568,85,80,90,34,NLLB_1.3b
6569,70,60,80,36,NLLB_1.3b
6570,75,60,80,38,NLLB_1.3b
6571,70,60,80,20,NLLB_1.3b
6572,70,60,80,20,NLLB_1.3b
6573,85,70,90,27,NLLB_1.3b
6574,85,70,75,32,MarianMT
6575,95,85,90,25,MarianMT
6576,70,60,80,37,NLLB_1.3b
6577,75,50,90,43,NLLB_1.3b
6578,85,70,80,24,MarianMT
6579,70,60,50,29,MarianMT
6580,89,75,92,24,NLLB_1.3b
6581,75,20,90,18,NLLB_1.3b
6582,85,75,90,20,NLLB_1.3b
6583,85,70,90,33,NLLB_1.3b
6584,85,70,90,30,NLLB_1.3b
6585,75,80,85,29,NLLB_1.3b
6586,85,90,80,29,Unicamp_T5
6587,65,40,80,23,NLLB_1.3b
6588,70,40,85,29,NLLB_1.3b
6589,75,80,85,40,NLLB_1.3b
6590,75,60,85,35,NLLB_1.3b
6591,70,60,80,30,NLLB_1.3b
6592,85,40,75,32,MarianMT
6593,70,80,85,40,NLLB_1.3b
6594,85,90,90,32,Unicamp_T5
6595,65,70,80,24,NLLB_1.3b
6596,85,60,90,24,NLLB_1.3b
6597,70,50,80,32,NLLB_1.3b
6598,85,70,90,28,NLLB_1.3b
6599,75,60,85,40,NLLB_1.3b
6600,85,90,90,39,Unicamp_T5
6601,73,88,81,38,Unicamp_T5
6602,85,70,90,24,NLLB_1.3b
6603,90,80,95,38,NLLB_1.3b
6604,85,70,90,28,NLLB_1.3b
6605,85,70,90,36,NLLB_1.3b
6606,75,60,80,36,NLLB_1.3b
6607,85,60,90,27,NLLB_1.3b
6608,90,85,80,28,MarianMT
6609,85,70,90,32,NLLB_1.3b
6610,75,50,85,24,NLLB_1.3b
6611,85,70,60,45,MarianMT
6612,80,75,90,36,NLLB_1.3b
6613,85,70,90,24,NLLB_1.3b
6614,65,30,50,29,MarianMT
6615,85,70,80,27,MarianMT
6616,65,70,80,30,NLLB_1.3b
6617,85,70,90,27,NLLB_1.3b
6618,80,60,70,20,MarianMT
6619,85,70,90,33,NLLB_1.3b
6620,85,70,90,45,NLLB_1.3b
6621,65,40,75,19,NLLB_1.3b
6622,70,60,80,32,NLLB_1.3b
6623,85,70,90,36,NLLB_1.3b
6624,85,70,90,30,NLLB_1.3b
6625,70,85,75,31,Unicamp_T5
6626,85,70,90,30,NLLB_1.3b
6627,70,60,80,21,NLLB_1.3b
6628,75,50,90,27,NLLB_1.3b
6629,70,50,75,28,NLLB_1.3b
6630,85,90,90,30,Unicamp_T5
6631,85,80,75,27,MarianMT
6632,85,60,70,28,MarianMT
6633,82,70,90,29,NLLB_1.3b
6634,85,80,75,31,MarianMT
6635,85,70,90,32,NLLB_1.3b
6636,85,80,90,30,NLLB_1.3b
6637,90,95,85,31,Unicamp_T5
6638,80,60,70,32,MarianMT
6639,75,50,60,29,MarianMT
6640,85,70,80,29,MarianMT
6641,85,70,90,36,NLLB_1.3b
6642,85,80,90,29,NLLB_1.3b
6643,85,75,90,33,NLLB_1.3b
6644,85,60,90,39,NLLB_1.3b
6645,75,40,85,25,NLLB_1.3b
6646,85,80,75,26,MarianMT
6647,75,60,80,27,NLLB_1.3b
6648,65,70,80,35,NLLB_1.3b
6649,90,80,85,32,MarianMT
6650,75,60,80,34,NLLB_1.3b
6651,70,75,80,36,NLLB_1.3b
6652,85,75,90,21,NLLB_1.3b
6653,75,60,80,32,NLLB_1.3b
6654,80,60,75,26,MarianMT
6655,70,85,80,27,Unicamp_T5
6656,85,70,90,27,NLLB_1.3b
6657,85,70,90,25,NLLB_1.3b
6658,75,80,85,30,NLLB_1.3b
6659,85,40,90,37,NLLB_1.3b
6660,85,90,75,35,Unicamp_T5
6661,75,50,80,27,NLLB_1.3b
6662,75,80,60,30,Unicamp_T5
6663,70,40,80,32,NLLB_1.3b
6664,87,75,92,23,NLLB_1.3b
6665,75,60,80,25,NLLB_1.3b
6666,85,75,90,37,NLLB_1.3b
6667,85,90,80,29,Unicamp_T5
6668,85,70,90,36,NLLB_1.3b
6669,88,70,95,34,NLLB_1.3b
6670,65,30,80,27,NLLB_1.3b
6671,85,70,90,36,NLLB_1.3b
6672,85,75,80,34,MarianMT
6673,85,70,90,32,NLLB_1.3b
6674,75,80,70,32,Unicamp_T5
6675,70,50,80,30,NLLB_1.3b
6676,85,80,70,42,MarianMT
6677,80,85,75,29,Unicamp_T5
6678,85,90,95,37,NLLB_1.3b
6679,85,75,80,37,MarianMT
6680,80,70,90,36,NLLB_1.3b
6681,85,70,90,34,NLLB_1.3b
6682,85,70,90,32,NLLB_1.3b
6683,75,0,100,24,NLLB_1.3b
6684,85,70,90,26,NLLB_1.3b
6685,80,65,85,27,NLLB_1.3b
6686,90,70,85,20,MarianMT
6687,70,60,75,21,NLLB_1.3b
6688,75,80,90,20,NLLB_1.3b
6689,70,50,80,42,NLLB_1.3b
6690,70,50,80,36,NLLB_1.3b
6691,60,30,50,20,MarianMT
6692,75,60,80,29,NLLB_1.3b
6693,75,80,90,24,NLLB_1.3b
6694,80,50,85,23,NLLB_1.3b
6695,85,75,90,33,NLLB_1.3b
6696,85,90,95,31,NLLB_1.3b
6697,75,80,70,29,Unicamp_T5
6698,75,70,90,43,NLLB_1.3b
6699,75,60,80,24,NLLB_1.3b
6700,80,65,85,21,NLLB_1.3b
6701,70,50,80,44,NLLB_1.3b
6702,70,80,65,40,Unicamp_T5
6703,85,80,90,39,NLLB_1.3b
6704,85,70,90,23,NLLB_1.3b
6705,85,75,90,28,NLLB_1.3b
6706,85,70,90,27,NLLB_1.3b
6707,85,70,90,33,NLLB_1.3b
6708,90,85,80,28,MarianMT
6709,75,50,80,35,NLLB_1.3b
6710,75,60,80,36,NLLB_1.3b
6711,85,70,90,30,NLLB_1.3b
6712,85,70,90,41,NLLB_1.3b
6713,55,40,60,26,NLLB_1.3b
6714,75,70,80,26,NLLB_1.3b
6715,85,70,90,38,NLLB_1.3b
6716,85,75,90,27,NLLB_1.3b
6717,75,50,80,33,NLLB_1.3b
6718,60,40,70,23,NLLB_1.3b
6719,85,60,90,43,NLLB_1.3b
6720,85,70,90,41,NLLB_1.3b
6721,70,50,80,19,NLLB_1.3b
6722,75,50,80,20,NLLB_1.3b
6723,75,60,85,19,NLLB_1.3b
6724,85,90,75,20,Unicamp_T5
6725,85,75,90,31,NLLB_1.3b
6726,75,60,80,34,NLLB_1.3b
6727,85,70,90,31,NLLB_1.3b
6728,60,50,70,29,NLLB_1.3b
6729,90,80,95,33,NLLB_1.3b
6730,75,50,90,37,NLLB_1.3b
6731,70,50,80,34,NLLB_1.3b
6732,75,20,50,28,MarianMT
6733,75,60,85,46,NLLB_1.3b
6734,85,70,60,38,MarianMT
6735,70,50,80,31,NLLB_1.3b
6736,70,40,85,52,NLLB_1.3b
6737,65,80,90,29,NLLB_1.3b
6738,75,50,80,29,NLLB_1.3b
6739,75,60,80,31,NLLB_1.3b
6740,85,90,80,39,Unicamp_T5
6741,70,60,80,18,NLLB_1.3b
6742,90,50,95,29,NLLB_1.3b
6743,75,70,80,37,NLLB_1.3b
6744,85,90,80,20,Unicamp_T5
6745,85,75,90,45,NLLB_1.3b
6746,85,70,90,30,NLLB_1.3b
6747,75,65,80,28,NLLB_1.3b
6748,65,70,50,25,Unicamp_T5
6749,75,20,60,34,MarianMT
6750,65,70,80,33,NLLB_1.3b
6751,85,70,90,39,NLLB_1.3b
6752,85,90,75,31,Unicamp_T5
6753,75,45,80,29,NLLB_1.3b
6754,75,60,80,27,NLLB_1.3b
6755,85,75,90,24,NLLB_1.3b
6756,85,70,75,19,MarianMT
6757,75,60,70,22,MarianMT
6758,85,70,90,42,NLLB_1.3b
